"year","basinAvgPMDI"
0,1.35393442873095
1,-0.638524590334931
2,-1.78860655573548
3,-2.04254098993833
4,-1.19639343577513
5,-1.55180327960702
6,1.18098360530605
7,-0.807950816193565
8,-0.9510655732917
9,-0.386639344399093
10,0.0523770444217275
11,0.168852458662186
12,-1.7830327871393
13,-2.16237705756651
14,-2.42319672029527
15,-4.31057376475608
16,-2.46729507808741
17,-2.2527049125218
18,-1.1167213086222
19,-0.449098363366039
20,-0.789180326306063
21,-0.0549180298341347
22,-1.55098360184519
23,0.546721310110488
24,-2.18090164838511
25,-1.48016393264053
26,-0.883196722135925
27,-1.32336066144167
28,-0.403442621139474
29,-1.41442623056593
30,-0.407131147601443
31,1.40680327741277
32,6.20254100346174
33,3.60131148383266
34,6.91057376001702
35,3.86352460697049
36,1.82426229461295
37,-1.41229508206493
38,-0.51844261574452
39,-0.399918028519901
40,-0.137049180867731
41,1.07360655411345
42,-0.876967217162496
43,-1.17106557380958
44,-1.77704917749421
45,-0.204508200867987
46,-0.582049181654317
47,-0.762622950323781
48,-2.55663933812595
49,-2.26081968135521
50,2.17631146458329
51,0.734180327077381
52,-0.842622946245504
53,-5.06786886785851
54,-1.63180327934564
55,-1.28713114290941
56,-2.96819672330481
57,-2.79844261708929
58,0.236065572005559
59,0.839262300338901
60,1.02852458848816
61,2.95909835471482
62,3.93778689767494
63,4.42278688852904
64,-0.582540985654856
65,-3.30286885968974
66,-0.105245899531196
67,4.00491804763919
68,3.58475409668
69,-2.86262294698934
70,-1.59245901878496
71,-0.913934426351649
72,-0.290655738750442
73,-0.562540981063589
74,0.328442623167009
75,-0.932622946279704
76,0.490327865892991
77,0.641393443264189
78,6.70270492209763
79,6.65098359643436
80,0.634672131939013
81,1.33319672087177
82,1.88786885240039
83,3.7003278641305
84,2.07155738331255
85,-0.0401639342613396
86,-0.581803277806669
87,0.951229508172293
88,2.04909835877966
89,2.45204917976602
90,2.71336065993079
91,0.646393444450175
92,0.580573771698553
93,-1.0875409795124
94,0.195245904878515
95,-0.23573770479406
96,2.62008196604056
97,3.21688524816857
98,2.93336067043367
99,3.70516393223747
100,-1.9762294998423
101,-0.56803278728831
102,-3.32786885929889
103,-1.72729507772649
104,-1.1210655794769
105,-2.84336065464332
106,-1.56377048375177
107,-1.97934426501638
108,-1.389180322651
109,-4.95532786846161
110,-1.25516393063132
111,-1.35967212988705
112,-1.83885245733574
113,0.274836065766753
114,-0.606393441878503
115,0.590819674910458
116,-2.24540983612237
117,-0.859836065531021
118,-0.443524588449079
119,0.854344258970413
120,-0.182459015811442
121,4.51344261599369
122,3.24581967904919
123,-2.03188524578438
124,-0.661885246374934
125,-0.347622949080389
126,-1.81385245919228
127,-0.940819672629481
128,0.444262293152145
129,-3.5409835919005
130,-0.622295085356006
131,-3.45786885111058
132,-1.54860656085562
133,-2.38975410676393
134,-2.40934427644386
135,-3.15934425592422
136,-0.0710655735714025
137,-2.45704918708958
138,0.13803278653287
139,-0.502540981916131
140,-1.64368852679847
141,-0.789999995411175
142,-1.75918032135814
143,-3.55508197135613
144,-3.22573772240735
145,-5.02336065471172
146,-3.1845901623124
147,-4.32663933273222
148,-2.50270492131593
149,-2.3863114655995
150,-4.39827870150081
151,-2.31565574055812
152,-1.79049180228202
153,0.575409833555583
154,-1.27032786300864
155,1.29836065395445
156,0.511967210007496
157,-1.12327869212041
158,-1.73819671546827
159,-2.16336065530777
160,-2.33877048238379
161,-2.75598360085097
162,-4.54844263049423
163,-1.73139344229073
164,-0.558114751745931
165,-2.91106556966657
166,-1.24000000086476
167,-0.186639346136544
168,-0.0219672136466767
169,-0.83811475631216
170,2.79114755890408
171,1.13721311187036
172,1.07090163475177
173,-1.98614754051459
174,-2.13065572925767
175,-1.53286885091516
176,-1.70295082057109
177,-0.0392622959143559
178,-2.03270491769873
179,-1.9614754148194
180,-1.04081967228749
181,-3.48647540710011
182,-0.196393442019576
183,0.677540982050485
184,0.742786881865048
185,1.84893442665944
186,1.10663934174131
187,0.639098359180278
188,0.954918034741136
189,0.152377048751614
190,-1.99852459572378
191,1.98114754039733
192,1.26139344055145
193,1.71959016459887
194,1.02672131052699
195,0.414180326901498
196,1.77319671693029
197,0.198442623217697
198,1.18172130721514
199,-0.144918030952332
200,0.6416393453866
201,-2.91983606483116
202,-2.2949999950704
203,0.709016392923525
204,-0.326721310065907
205,-0.286229507967097
206,1.33696721549161
207,-2.50483607366437
208,-1.84286884499378
209,-1.60270491682115
210,-0.540800001382828
211,-0.15344000159204
212,1.56143999564648
213,0.0880800010114908
214,-0.769600000143051
215,-2.00400000007451
216,0.05447999997437
217,0.354639996945858
218,-0.442080000430346
219,-0.641040001392365
220,0.110640000358224
221,0.684959999069572
222,-0.392640002131462
223,-1.66184001022577
224,-1.09583999842405
225,-0.574800001204014
226,-2.88904000528157
227,1.49800000227988
228,2.33280000162125
229,-0.244719995334744
230,-0.431119999617338
231,-1.35679999937117
232,1.23000000315905
233,-1.34255999648571
234,-2.1380799934268
235,-2.30903999292851
